comicID,characterID
45970,1009220
43518,1009175
43518,1009184
43518,1009187
43518,1009282
43518,1009368
43518,1009466
43474,1009465
43474,1009554
46406,1009718
40506,1009262
40506,1011490
45948,1009214
45948,1009243
45948,1009257
45948,1009277
45948,1009309
45948,1009718
46665,1009257
46665,1009310
46665,1009417
46441,1009471
46441,1009648
46804,1009399
46804,1009499
46804,1009718
46713,1009718
46096,1009539
46506,1009664
47003,1009189
47003,1009452
47003,1009685
45876,1009189
45876,1009220
45876,1009338
45876,1009351
45876,1009368
45876,1009610
45876,1009664
47697,1009220
47697,1009351
47697,1009368
47697,1009664
38760,1009262
43504,1009407
43504,1009447
47001,1009338
47001,1009610
47001,1009685
45945,1009214
45945,1009243
45945,1009277
45945,1009309
45945,1011428
45945,1009718
46476,1009610
46201,1009368
43336,1009220
43336,1009337
43336,1009535
43336,1009546
43336,1009562
43336,1009664
43336,1009718
40554,1009588
40554,1009610
45820,1009536
45820,1009313
45820,1009362
45820,1009472
45820,1009476
45820,1009718
46829,1009220
46829,1009407
46829,1009562
43336,1009220
43336,1009337
43336,1009535
43336,1009546
43336,1009562
43336,1009664
43336,1009718
40554,1009588
40554,1009610
45820,1009536
45820,1009313
45820,1009362
45820,1009472
45820,1009476
45820,1009718
46829,1009220
46829,1009407
46829,1009562
46040,1009268
46041,1009268
46027,1009262
46027,1011490
46027,1009368
46027,1009577
46027,1011223
46027,1009610
46027,1009662
46027,1009707
46474,1009610
40496,1009262
45968,1009220
46761,1009408
46761,1009440
46761,1011056
46761,1009499
46761,1009580
46761,1009717
46633,1009512
46633,1009629
46402,1009718
43536,1011027
46848,1009610
41886,1009189
41886,1009220
41886,1009338
41886,1009351
41886,1009664
46434,1009189
46434,1009338
46434,1009471
47136,1009268
46094,1009539
45859,1010890
45859,1009722
46653,1009257
46653,1009310
46653,1009417
46653,1009471
41886,1009189
41886,1009220
41886,1009338
41886,1009351
41886,1009664
46434,1009189
46434,1009338
46434,1009471
40700,1009175
40700,1009189
40700,1009223
40700,1009338
46760,1009408
46760,1009440
46760,1011056
46760,1009499
46760,1009580
46760,1009717
46199,1009368
38763,1009262
46472,1009610
45884,1009697
43517,1009175
43517,1009184
43517,1009187
43517,1009220
43517,1009282
43517,1009368
43517,1009466
46385,1009515
40548,1009588
46469,1009610
46801,1009362
46801,1009399
46801,1009629
42755,1009338
46458,1009592
46026,1009239
46026,1011490
46026,1009368
46026,1009466
46026,1011223
46026,1009662
41114,1009220
42693,1009313
46038,1009268
43337,1009220
43337,1009337
43337,1009480
43337,1009535
43337,1009546
43337,1009562
43337,1009664
43337,1009718
46629,1009512
46629,1009629
45819,1009536
45819,1009313
45819,1009476
45819,1009703
45819,1009718
43501,1009175
43501,1009220
43501,1009610
43501,1009718
46794,1009233
46794,1009243
46794,1009277
46794,1009362
46794,1009512
46794,1009629
46025,1009239
46025,1009282
46025,1011490
46025,1009368
46025,1011223
46025,1009662
46847,1009610
45966,1009220
40507,1009262
40507,1009610
43516,1009184
43516,1009187
43516,1009220
43516,1009282
43516,1009466
46394,1009718
41882,1009220
41882,1009351
41882,1009368
41882,1009664
46462,1009610
46296,1009338
46296,1009664
46502,1009664
40701,1009175
40701,1009189
40701,1009223
40701,1009338
46799,1009175
46799,1009399
46799,1009629
46799,1009718
46196,1009368
38761,1009262
43512,1009175
43512,1009184
43512,1009187
43512,1009368
43512,1009466
41115,1009220
41115,1009368
41115,1009664
40559,1009588
45686,1009399
40702,1009175
40702,1009189
40702,1009223
40702,1009338
45371,1009664
44769,1009214
44769,1009243
44769,1009277
44769,1009309
44769,1011428
40502,1009262
40502,1009610
43498,1009187
43498,1009313
43498,1009338
43498,1009629
42782,1009338
40761,1009220
44797,1009220
65267,1009184
61121,1009214
65264,1009697
65278,1009282
65278,1009407
60630,1009282
65304,1009191
65317,1009243
65317,1009472
65317,1009629
65284,1009338
59887,1009189
59887,1009220
59887,1009338
59887,1009351
59887,1009368
59887,1009664
59887,1009685
65263,1009159
65263,1009182
65263,1009313
65263,1009465
65263,1009504
65263,1009512
65263,1009546
65263,1009573
65335,1009189
65335,1009389
65335,1009515
65282,1009477
65466,1009220
65466,1009368
65466,1009483
65466,1009535
65360,1009220
65360,1009685
65127,1009189
65127,1009220
65127,1009282
65127,1009297
65127,1009338
65127,1009351
65127,1009368
65127,1009562
65127,1009610
65127,1009664
65127,1009697
65064,1011020
55659,1009592
65128,1009187
65128,1009220
65128,1009466
62102,1009417
62102,1009610
62180,1009378
62180,1009215
65082,1009310
65088,1009452
65138,1009156
65138,1009281
65138,1009327
62133,1009262
62133,1009389
62133,1009215
62093,1009722
60493,1009156
60493,1009214
60493,1009257
60493,1009417
60493,1009573
65381,1009189
65381,1009220
65381,1009338
65381,1009351
65381,1009368
65381,1009664
65083,1009215
65080,1009368
65060,1009197
65060,1009214
65060,1009580
65060,1009722
65119,1009220
65119,1009338
65119,1009351
65119,1009368
65119,1009327
65119,1009610
65119,1009664
65119,1009718
65119,1009722
62141,1009282
65117,1009243
65117,1009472
65117,1009629
65059,1009187
65059,1009390
61709,1009652
61362,1009537
61362,1009610
65073,1009357
65076,1009652
65136,1009417
65062,1009189
60517,1009722
60723,1009356
60723,1009662
61130,1009466
61130,1009471
65102,1009268
65102,1009610
62149,1010763
65121,1009268
65121,1009452
65121,1009515
62164,1009281
65380,1009189
65380,1009220
65380,1009351
65380,1009368
65380,1009664
65070,1009282
65070,1009407
65053,1011220
65053,1009610
65137,1009243
65137,1009472
65137,1009482
61287,1009722
65114,1009408
65114,1009472
65075,1009477
65120,1009187
65120,1009214
65120,1009277
65120,1009390
65120,1010805
65120,1009581
64963,1009610
65084,1009187
65090,1009610
65126,1009215
65113,1009277
65113,1009393
65113,1009554
65113,1009705
65113,1009722
61455,1009697
62110,1009281
62110,1009343
62110,1009697
65068,1009262
65068,1009268
65068,1009288
65068,1009378
65068,1009389
65068,1009215
65109,1009471
65109,1009515
65096,1009447
65067,1009268
65379,1009220
65379,1009368
65087,1009452
45686,1009399
44769,1009214
44769,1009243
44769,1009277
44769,1009309
44769,1011428
40502,1009262
40502,1009610
40702,1009175
40702,1009189
40702,1009223
40702,1009338
45371,1009664
43498,1009187
43498,1009313
43498,1009338
43498,1009629
40761,1009220
42782,1009338
44797,1009220
41880,1009220
41880,1009351
41880,1009368
41880,1009610
41880,1009664
44761,1009214
44761,1009243
44761,1009277
44761,1009309
44761,1011428
45042,1009368
45159,1009338
47159,1009267
41241,1009718
40785,1009239
40785,1009282
40785,1011490
40785,1009368
40785,1011223
40785,1009707
44927,1009539
45037,1009368
38758,1009262
44580,1009175
42770,1009338
45681,1009262
45681,1009277
44870,1009268
45037,1009368
38758,1009262
44580,1009175
40128,1009610
42688,1009313
43495,1009189
43495,1009368
43495,1009546
44455,1009399
43338,1009220
43338,1009297
43338,1009337
43338,1009368
43338,1009535
43338,1009546
43338,1009562
43338,1009610
43338,1009664
43338,1009718
40746,1009282
40746,1009215
40707,1009223
40707,1009338
44206,1009664
43467,1009718
40120,1009220
40120,1009610
40120,1009718
43722,1009220
43320,1009227
40762,1009220
43803,1009268
40504,1009262
40808,1009536
40808,1009313
40808,1009362
40808,1009476
40808,1009703
40808,1009718
40407,1009220
40407,1009368
40407,1009664
40407,1009707
40407,1009719
42764,1009338
43911,1009351
43801,1009268
40557,1009588
40786,1011490
40786,1009382
40786,1009215
40786,1009420
40786,1011223
40786,1010693
41243,1009718
43952,1009368
40446,1009268
40446,1009472
40446,1009512
40446,1009718
41884,1009220
41884,1009351
41884,1009368
41884,1009610
41884,1009664
40127,1009389
40127,1009610
40769,1009189
40769,1009220
40769,1009338
40769,1009368
40769,1009664
43284,1009175
43284,1009362
43284,1009629
43284,1009703
43284,1009718
40733,1009282
40733,1009378
40733,1009215
43462,1009310
43462,1009417
40627,1009227
44451,1009399
41884,1009220
41884,1009351
41884,1009368
41884,1009610
41884,1009664
40127,1009389
40127,1009610
40769,1009189
40769,1009220
40769,1009338
40769,1009368
40769,1009664
43284,1009175
43284,1009362
43284,1009629
43284,1009703
43284,1009718
40733,1009282
40733,1009378
40733,1009215
47160,1009276
47160,1009404
47160,1009610
43800,1009268
43944,1009368
40856,1009262
40856,1009277
38762,1009262
43797,1009268
40734,1011090
40734,1009282
41168,1009227
40402,1009220
40402,1009338
40402,1009368
40402,1011360
40402,1009610
40402,1009697
40402,1009718
40439,1009268
40439,1009472
40439,1009512
40439,1009718
40118,1009276
40118,1009360
40118,1009404
40118,1009610
40850,1009546
43285,1009175
43285,1009317
43285,1009357
43285,1009362
43285,1009703
43285,1009718
43488,1009214
43488,1009220
43488,1009351
43488,1011360
43488,1009718
40119,1009610
40403,1009220
40403,1009338
40403,1009368
40403,1011360
40403,1009610
40403,1009697
40403,1009718
40575,1009351
41244,1009718
40214,1009268
41205,1009539
42690,1009313
42494,1009368
40558,1009407
40558,1009664
46383,1009515
40390,1009220
40711,1009189
40711,1009223
40711,1009338
40629,1009227
40787,1011490
40787,1009382
40787,1009215
40787,1009420
40787,1011223
40787,1010693
42786,1009338
40510,1009262
40763,1009220
40629,1009227
41167,1009227
43339,1009220
43339,1009257
43339,1009337
43339,1009535
43339,1009546
43339,1009562
43339,1009664
43339,1009718
42493,1009198
42493,1009368
42493,1009421
40855,1009243
40855,1009257
40855,1009277
40855,1009512
40855,1009629
40391,1009220
41242,1009718
40408,1009220
40408,1009338
40408,1009368
40408,1011360
40408,1009610
40408,1009697
40408,1009718
40712,1009189
40712,1009338
40087,1009175
40087,1009357
40087,1009362
40087,1009703
40087,1009718
40198,1009268
42337,1009718
40438,1009268
40438,1009472
40438,1009512
40438,1009554
40438,1009718
43321,1009227
40263,1009338
40263,1009524
40263,1009718
40263,1009722
38759,1009262
40122,1009610
41278,1009189
41278,1009220
41278,1009282
41278,1009338
41278,1011428
41278,1009368
41278,1009215
41278,1011360
41278,1009562
41278,1009662
41278,1009664
41278,1009718
41208,1009539
41208,1009356
41208,1009366
41208,1009662
40588,1009351
40860,1009243
40860,1009257
40860,1009277
40860,1009512
40860,1009629
40125,1009220
40125,1009368
40125,1009610
40215,1009198
40215,1009368
40215,1009421
40703,1009175
40703,1009189
40703,1009338
40086,1009175
40086,1009703
40086,1009718
40768,1009189
40768,1009220
40768,1009338
40768,1009368
40768,1009664
42687,1009313
40588,1009351
41208,1009539
41208,1009356
41208,1009366
41208,1009662
40860,1009243
40860,1009257
40860,1009277
40860,1009512
40860,1009629
40767,1009189
40767,1009220
40767,1009338
40767,1009368
40767,1009664
40261,1009722
40400,1009220
40400,1009338
40400,1009368
40400,1009664
40497,1009262
40759,1009220
40759,1009368
40778,1009215
40778,1009420
40778,1011223
40778,1010693
40844,1009546
41508,1009282
40736,1009262
40736,1009310
40736,1009215
41881,1009189
41881,1009220
41881,1009338
41881,1009351
41881,1009368
41881,1009664
40591,1009351
40549,1009407
40549,1009664
40392,1009220
40392,1009368
40392,1009697
40084,1009175
40084,1009317
40084,1009703
40084,1009718
40449,1009268
40449,1009472
40449,1009512
40449,1009718
41279,1009257
41279,1009310
40875,1009243
40875,1009277
40875,1009512
40875,1009629
40760,1009220
40774,1009215
40774,1009420
40774,1011223
40774,1010693
40219,1009368
40199,1009268
40262,1009722
42785,1009338
40124,1009610
39896,1009220
39896,1009368
39896,1009664
42694,1009313
42763,1009267
40442,1009175
40442,1009199
40442,1009268
40442,1009465
40442,1009512
40442,1009554
40442,1009718
41198,1009356
41198,1009366
40085,1009175
40085,1009317
40085,1009362
40085,1009703
40085,1009718
40556,1009407
40556,1009664
42685,1009220
42685,1009466
40228,1009198
40228,1009368
40228,1009421
41246,1009554
41246,1009718
40764,1009189
40764,1009338
40764,1009368
40764,1009664
40129,1009368
40129,1009610
40149,1009243
40149,1009257
40149,1009310
40149,1009417
40149,1009447
40149,1009466
40149,1009512
40149,1009629
40851,1009546
43197,1009554
43197,1009718
41554,1009268
37360,1009718
41502,1009351
40126,1009404
40126,1009610
40862,1009243
40862,1009277
40862,1009512
40862,1009629
41551,1009268
40499,1009262
40862,1009243
40862,1009277
40862,1009512
40862,1009629
40126,1009404
40126,1009610
41551,1009268
41883,1009189
41883,1009220
41883,1009338
41883,1009351
41883,1009368
41883,1009664
40817,1009407
40817,1009664
37328,1009262
37328,1009282
41247,1009718
40741,1009220
40741,1009282
40741,1009368
40741,1009466
40741,1009504
40594,1009351
40594,1009662
40594,1009718
42686,1009313
40854,1009546
40396,1009220
42614,1009610
41552,1009268
41277,1009610
41553,1009268
40864,1009243
40864,1009277
40864,1009512
40864,1009629
40218,1009368
40218,1009421
42339,1009718
42768,1009338
40500,1009262
40258,1009722
40758,1009220
41248,1009554
41248,1009718
40579,1009351
40770,1009220
40770,1009368
40770,1009664
41202,1009539
41202,1009356
41202,1009366
40121,1009389
40121,1009610
40704,1009175
40704,1009189
40704,1009223
40704,1009338
40704,1009356
40201,1009268
40445,1009214
40445,1009268
40445,1010890
40445,1011428
40445,1009482
40445,1009512
40445,1009718
40089,1009175
40089,1009243
40089,1009317
40089,1009362
40089,1009718
40395,1009220
40780,1009281
40780,1009215
40780,1009420
40780,1011223
40264,1009310
40264,1009722
40184,1009337
40184,1009499
40865,1009243
40865,1009257
40865,1009277
40865,1009512
40865,1009629
40495,1009262
40216,1009368
40216,1009421
40264,1009310
40264,1009722
40184,1009337
40184,1009499
40865,1009243
40865,1009257
40865,1009277
40865,1009512
40865,1009629
39767,1009185
39767,1009282
39767,1011436
39767,1009592
40776,1009281
40776,1009215
40776,1009420
40776,1011360
40776,1011223
40088,1009175
40088,1009243
40088,1009317
40088,1009362
40088,1009703
40088,1009718
40447,1009199
40447,1009268
40447,1009465
40447,1009512
40447,1009554
40447,1009718
42489,1009262
42489,1009512
42489,1009664
40397,1009220
42577,1009610
40739,1009338
40739,1009215
41355,1009189
41355,1009220
41355,1009338
41355,1009351
41355,1009664
40180,1009337
43201,1009554
40112,1009610
40202,1009268
40220,1009368
40220,1009421
40394,1009220
41139,1009610
41199,1009539
41471,1009407
42613,1009610
38578,1009175
38578,1009317
38578,1009362
38578,1009368
38578,1009610
38578,1009664
38578,1009703
38578,1009718
40867,1009243
40867,1009277
40867,1009512
40867,1009629
40138,1009404
40138,1009610
42578,1009610
42612,1009610
41139,1009610
41199,1009539
41471,1009407
40771,1009420
42635,1009562
40551,1009223
40551,1009407
41691,1009220
41691,1009338
41691,1009351
41691,1009368
41691,1009664
41691,1009707
40181,1009337
40181,1009499
40181,1009717
40505,1009262
40254,1009310
40254,1009722
40740,1011428
40740,1009610
42732,1009175
42732,1009362
42732,1009546
42732,1009629
42732,1009718
42584,1009562
40217,1009368
40217,1009421
41189,1009243
41189,1009257
40803,1009159
40803,1009175
40803,1009362
40803,1009476
40803,1009629
40803,1009718
41249,1009718
40723,1009282
40723,1009592
43221,1009187
43221,1009368
43221,1009215
43221,1009476
43221,1009562
40406,1009175
40406,1009223
40406,1009664
40406,1009697
38392,1009220
40868,1009243
40868,1009277
40868,1009512
40868,1009629
40443,1009159
40443,1009175
40443,1009268
40443,1009317
40443,1009465
40443,1009482
40443,1009512
40443,1009718
41474,1009407
43093,1009610
40196,1009268
42579,1009610
41356,1009189
41356,1009220
41356,1009338
41356,1009351
41356,1009368
41356,1009664
40531,1009220
40531,1009338
40585,1009351
40113,1009189
40113,1009610
39476,1009262
42621,1009471
40152,1009257
40182,1009499
40553,1009223
40553,1009407
40553,1009664
40253,1009343
40253,1009722
43094,1009610
40775,1011490
40775,1009215
40775,1011223
40775,1010693
41036,1009592
41036,1009664
40720,1009407
41661,1009220
41661,1009368
41661,1009215
41661,1009610
41203,1009539
40859,1009243
40859,1009277
40859,1009512
40859,1009610
40859,1009629
40859,1009705
38692,1009338
38692,1009368
38692,1009664
40586,1009351
40586,1009515
41250,1009718
40805,1009718
40552,1011385
40552,1009407
40552,1009638
40552,1009664
40552,1009725
38580,1009175
38580,1009317
38580,1009362
38580,1009703
38580,1009718
40115,1009189
40115,1009610
40206,1009268
40155,1009662
40509,1009262
40222,1009368
40250,1009581
40250,1009722
42491,1009220
42491,1009313
42491,1009382
42491,1009610
40718,1009407
42760,1009610
41193,1011428
41193,1009327
41193,1009215
41193,1009662
41193,1009664
40410,1009664
61612,1009378
61612,1009215
61612,1009520
65069,1009214
65069,1009268
65123,1009268
65123,1009515
65123,1010744
65123,1009722
65112,1009697
65085,1009577
61092,1009368
60689,1009281
65116,1009408
65116,1009472
61106,1009382
61106,1009524
61106,1009546
61106,1009562
61106,1009707
60554,1009189
60554,1009220
60554,1009338
60554,1009351
60554,1009368
60554,1009664
65071,1009297
65072,1009233
65072,1009381
62222,1009185
65104,1009191
65087,1009452
65101,1009268
65101,1009610
65063,1009262
65063,1009389
65098,1009398
60446,1009275
60446,1009351
65378,1009220
65378,1009368
65504,1009214
65504,1009268
65504,1009382
65504,1009417
60224,1009351
60224,1009407
60224,1009664
65061,1009220
65081,1009554
65747,1009610
65058,1009184
65077,1009362
65091,1009610
65124,1009381
65079,1009184
65079,1009255
65079,1009438
65079,1009610
65429,1009652
65429,1009697
65122,1009220
65122,1009268
60750,1009338
65441,1009187
65441,1009191
65441,1011090
65441,1009215
65818,1009184
65818,1009438
65818,1010335
65055,1009182
65055,1009313
65055,1009465
65055,1009512
65055,1009546
65055,1009573
65359,1009685
60221,1009368
60842,1009515
64971,1009356
64971,1009610
49111,1009515
64968,1009187
64968,1009390
64967,1009262
61733,1009219
60692,1009343
60692,1009351
60692,1009398
60692,1009592
61708,1009652
64960,1009664
64972,1009189
64972,1009220
64972,1009262
64972,1009338
64972,1009378
64972,1009215
64972,1009535
64972,1010740
64966,1009214
64966,1009268
60516,1009722
60722,1009262
64959,1009277
64959,1009393
64959,1009554
64959,1009705
62795,1009277
62795,1009393
62795,1009554
62795,1009705
64964,1009310
55671,1009592
58678,1009220
58678,1009368
58678,1009438
58678,1009610
60167,1009282
65358,1009685
64907,1009233
64907,1009381
64942,1009610
64919,1011428
64943,1009268
64903,1009268
64925,1009215
64913,1009368
60976,1009282
64886,1009197
64886,1009214
64886,1009408
64886,1009580
64886,1009722
64885,1009187
64885,1009215
64952,1011060
64952,1009407
64952,1009480
64952,1009664
64931,1009407
64931,1009664
61524,1009214
61524,1009282
64930,1009187
64930,1009390
39688,1009610
38393,1009220
40566,1011385
40566,1009407
40566,1009638
40566,1009664
40566,1009725
40203,1009268
38583,1009175
38583,1009317
38583,1009362
38583,1009703
38583,1009718
40737,1011428
41220,1009351
40841,1009546
41253,1009718
41354,1009189
41354,1009220
41354,1009338
41354,1009351
41354,1009368
41354,1009652
41354,1009664
41340,1009220
41340,1009351
41340,1009368
41340,1009664
42400,1009407
42400,1009664
40857,1009243
40857,1009277
40857,1009512
40857,1009610
40857,1009705
40251,1009524
40251,1009718
40251,1009722
40116,1009189
40116,1009610
36510,1009262
41578,1009220
41578,1009368
41546,1009718
40223,1009368
41219,1009351
41187,1009220
41187,1009718
40534,1009220
40534,1009338
41251,1009718
40738,1009189
38696,1009338
40160,1009243
40160,1011360
41178,1009220
41178,1009351
41178,1009368
41178,1009664
40706,1009175
40706,1009223
40706,1009664
40706,1009697
41200,1009356
41200,1009610
34032,1009220
34032,1009368
34032,1009452
34032,1009610
34032,1009664
34032,1009718
42492,1009368
42492,1009417
40824,1009664
34032,1009220
34032,1009368
34032,1009452
34032,1009610
34032,1009664
34032,1009718
40824,1009664
36513,1009262
36513,1009515
36513,1009610
39759,1009282
39759,1009466
39759,1009592
40448,1009223
40448,1009268
40448,1009362
